PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_NAME,TEAM_ID,TEAM_ABBREVIATION,PASS_TYPE,G,PASS_TO,PASS_TEAMMATE_PLAYER_ID,FREQUENCY,PASS,AST,FGM,FGA,FG_PCT,FG2M,FG2A,FG2_PCT,FG3M,FG3A,FG3_PCT
1628380,"Collins, Zach",San Antonio Spurs,1610612759,SAS,made,19,"Wesley, Blake",1631104,0.066,1.21,0.16,0.21,0.47,0.444,0.16,0.26,0.6,0.05,0.21,0.25
1628380,"Collins, Zach",San Antonio Spurs,1610612759,SAS,made,19,"Branham, Malaki",1631103,0.069,1.26,0.26,0.26,0.53,0.5,0.21,0.47,0.444,0.05,0.05,1.0
1628380,"Collins, Zach",San Antonio Spurs,1610612759,SAS,made,19,"Champagnie, Julian",1630577,0.1,1.84,0.32,0.42,0.79,0.533,0.37,0.47,0.778,0.05,0.32,0.167
1628380,"Collins, Zach",San Antonio Spurs,1610612759,SAS,made,19,"Mamukelashvili, Sandro",1630572,0.006,0.11,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1628380,"Collins, Zach",San Antonio Spurs,1610612759,SAS,made,19,"Jones, Tre",1630200,0.06,1.11,0.0,0.0,0.11,0.0,0.0,0.05,0.0,0.0,0.05,0.0
1628380,"Collins, Zach",San Antonio Spurs,1610612759,SAS,made,19,"Vassell, Devin",1630170,0.103,1.89,0.47,0.63,0.95,0.667,0.58,0.74,0.786,0.05,0.21,0.25
1628380,"Collins, Zach",San Antonio Spurs,1610612759,SAS,made,19,"Johnson, Keldon",1629640,0.157,2.89,0.21,0.37,1.05,0.35,0.37,0.84,0.438,0.0,0.21,0.0
1628380,"Collins, Zach",San Antonio Spurs,1610612759,SAS,made,19,"Barnes, Harrison",203084,0.06,1.11,0.05,0.11,0.26,0.4,0.11,0.26,0.4,0.0,0.0,
1628380,"Collins, Zach",San Antonio Spurs,1610612759,SAS,made,19,"Paul, Chris",101108,0.12,2.21,0.05,0.11,0.32,0.333,0.0,0.11,0.0,0.11,0.21,0.5
1630561,"Duke Jr., David",San Antonio Spurs,1610612759,SAS,made,1,"Minix, Riley",1642434,0.273,3.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1630561,"Duke Jr., David",San Antonio Spurs,1610612759,SAS,made,1,"Cissoko, Sidy",1631321,0.273,3.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0
1630561,"Duke Jr., David",San Antonio Spurs,1610612759,SAS,made,1,"Wesley, Blake",1631104,0.091,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1630561,"Duke Jr., David",San Antonio Spurs,1610612759,SAS,made,1,"Mamukelashvili, Sandro",1630572,0.091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
1630561,"Duke Jr., David",San Antonio Spurs,1610612759,SAS,made,1,"Bassey, Charles",1629646,0.273,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
1631127,"Ingram, Harrison",San Antonio Spurs,1610612759,SAS,made,1,"Cissoko, Sidy",1631321,0.5,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1631127,"Ingram, Harrison",San Antonio Spurs,1610612759,SAS,made,1,"Duke Jr., David",1630561,0.5,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1629640,"Johnson, Keldon",San Antonio Spurs,1610612759,SAS,made,18,"Castle, Stephon",1642264,0.2,5.94,0.17,0.22,1.33,0.167,0.17,0.94,0.176,0.06,0.39,0.143
1629640,"Johnson, Keldon",San Antonio Spurs,1610612759,SAS,made,18,"Wembanyama, Victor",1641705,0.073,2.17,0.11,0.33,0.94,0.353,0.22,0.5,0.444,0.11,0.44,0.25
1629640,"Johnson, Keldon",San Antonio Spurs,1610612759,SAS,made,18,"Sochan, Jeremy",1631110,0.039,1.17,0.0,0.0,0.22,0.0,0.0,0.17,0.0,0.0,0.06,0.0
1629640,"Johnson, Keldon",San Antonio Spurs,1610612759,SAS,made,18,"Wesley, Blake",1631104,0.093,2.78,0.17,0.17,0.33,0.5,0.17,0.28,0.6,0.0,0.06,0.0
1629640,"Johnson, Keldon",San Antonio Spurs,1610612759,SAS,made,18,"Branham, Malaki",1631103,0.078,2.33,0.11,0.22,0.44,0.5,0.06,0.22,0.25,0.17,0.22,0.75
