,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_NAME,TEAM_ID,TEAM_ABBREVIATION,PASS_TYPE,G,PASS_TO,PASS_TEAMMATE_PLAYER_ID,FREQUENCY,PASS,AST,FGM,FGA,FG_PCT,FG2M,FG2A,FG2_PCT,FG3M,FG3A,FG3_PCT
238,1631128,"Braun, Christian",Denver Nuggets,1610612743,DEN,made,12,"Holiday, Justin",203200,0.084,16,0,0,1,0.0,0,0,0.0,0,1,0.0
239,1631128,"Braun, Christian",Denver Nuggets,1610612743,DEN,made,12,"Jackson, Reggie",202704,0.131,25,1,3,4,0.75,2,3,0.667,1,1,1.0
240,1631128,"Braun, Christian",Denver Nuggets,1610612743,DEN,made,12,"Jordan, DeAndre",201599,0.016,3,0,0,0,0.0,0,0,0.0,0,0,0.0
241,1629008,"Porter Jr., Michael",Denver Nuggets,1610612743,DEN,made,12,"Watson, Peyton",1631212,0.011,4,0,0,1,0.0,0,0,0.0,0,1,0.0
242,1629008,"Porter Jr., Michael",Denver Nuggets,1610612743,DEN,made,12,"Braun, Christian",1631128,0.048,17,0,0,3,0.0,0,2,0.0,0,1,0.0
243,1629008,"Porter Jr., Michael",Denver Nuggets,1610612743,DEN,made,12,"Murray, Jamal",1627750,0.242,85,1,8,17,0.471,7,14,0.5,1,3,0.333
244,1629008,"Porter Jr., Michael",Denver Nuggets,1610612743,DEN,made,12,"Jokić, Nikola",203999,0.393,138,2,7,26,0.269,6,21,0.286,1,5,0.2
245,1629008,"Porter Jr., Michael",Denver Nuggets,1610612743,DEN,made,12,"Gordon, Aaron",203932,0.177,62,8,10,14,0.714,8,12,0.667,2,2,1.0
246,1629008,"Porter Jr., Michael",Denver Nuggets,1610612743,DEN,made,12,"Caldwell-Pope, Kentavious",203484,0.06,21,0,0,0,0.0,0,0,0.0,0,0,0.0
247,1629008,"Porter Jr., Michael",Denver Nuggets,1610612743,DEN,made,12,"Holiday, Justin",203200,0.014,5,2,2,3,0.667,0,0,0.0,2,3,0.667
248,1629008,"Porter Jr., Michael",Denver Nuggets,1610612743,DEN,made,12,"Jackson, Reggie",202704,0.051,18,0,2,5,0.4,0,1,0.0,2,4,0.5
249,1629008,"Porter Jr., Michael",Denver Nuggets,1610612743,DEN,made,12,"Jordan, DeAndre",201599,0.003,1,0,0,0,0.0,0,0,0.0,0,0,0.0
250,1631124,"Strawther, Julian",Denver Nuggets,1610612743,DEN,made,3,"Tyson, Hunter",1641816,0.188,3,0,0,2,0.0,0,0,0.0,0,2,0.0
251,1631124,"Strawther, Julian",Denver Nuggets,1610612743,DEN,made,3,"Watson, Peyton",1631212,0.313,5,0,0,1,0.0,0,1,0.0,0,0,0.0
252,1631124,"Strawther, Julian",Denver Nuggets,1610612743,DEN,made,3,"Nnaji, Zeke",1630192,0.063,1,0,0,1,0.0,0,1,0.0,0,0,0.0
253,1631124,"Strawther, Julian",Denver Nuggets,1610612743,DEN,made,3,"Pickett, Jalen",1629618,0.188,3,0,0,1,0.0,0,0,0.0,0,1,0.0
254,1631124,"Strawther, Julian",Denver Nuggets,1610612743,DEN,made,3,"Jackson, Reggie",202704,0.125,2,0,0,2,0.0,0,2,0.0,0,0,0.0
255,1631124,"Strawther, Julian",Denver Nuggets,1610612743,DEN,made,3,"Jordan, DeAndre",201599,0.125,2,0,0,0,0.0,0,0,0.0,0,0,0.0
256,1641816,"Tyson, Hunter",Denver Nuggets,1610612743,DEN,made,3,"Strawther, Julian",1631124,0.308,4,1,1,2,0.5,0,1,0.0,1,1,1.0
257,1641816,"Tyson, Hunter",Denver Nuggets,1610612743,DEN,made,3,"Nnaji, Zeke",1630192,0.231,3,0,0,0,0.0,0,0,0.0,0,0,0.0
258,1641816,"Tyson, Hunter",Denver Nuggets,1610612743,DEN,made,3,"Pickett, Jalen",1629618,0.308,4,0,0,0,0.0,0,0,0.0,0,0,0.0
259,1641816,"Tyson, Hunter",Denver Nuggets,1610612743,DEN,made,3,"Jackson, Reggie",202704,0.077,1,0,0,0,0.0,0,0,0.0,0,0,0.0
260,1641816,"Tyson, Hunter",Denver Nuggets,1610612743,DEN,made,3,"Jordan, DeAndre",201599,0.077,1,0,0,0,0.0,0,0,0.0,0,0,0.0
261,203484,"Caldwell-Pope, Kentavious",Denver Nuggets,1610612743,DEN,made,12,"Watson, Peyton",1631212,0.007,3,0,0,1,0.0,0,0,0.0,0,1,0.0
262,203484,"Caldwell-Pope, Kentavious",Denver Nuggets,1610612743,DEN,made,12,"Braun, Christian",1631128,0.017,7,0,0,1,0.0,0,0,0.0,0,1,0.0
263,203484,"Caldwell-Pope, Kentavious",Denver Nuggets,1610612743,DEN,made,12,"Porter Jr., Michael",1629008,0.063,26,4,4,13,0.308,4,8,0.5,0,5,0.0
264,203484,"Caldwell-Pope, Kentavious",Denver Nuggets,1610612743,DEN,made,12,"Murray, Jamal",1627750,0.304,126,4,15,36,0.417,13,27,0.481,2,9,0.222
265,203484,"Caldwell-Pope, Kentavious",Denver Nuggets,1610612743,DEN,made,12,"Jokić, Nikola",203999,0.42,174,17,25,41,0.61,22,31,0.71,3,10,0.3
266,203484,"Caldwell-Pope, Kentavious",Denver Nuggets,1610612743,DEN,made,12,"Gordon, Aaron",203932,0.128,53,5,5,14,0.357,2,6,0.333,3,8,0.375
267,203484,"Caldwell-Pope, Kentavious",Denver Nuggets,1610612743,DEN,made,12,"Holiday, Justin",203200,0.012,5,0,0,1,0.0,0,1,0.0,0,0,0.0
268,203484,"Caldwell-Pope, Kentavious",Denver Nuggets,1610612743,DEN,made,12,"Jackson, Reggie",202704,0.048,20,0,0,2,0.0,0,1,0.0,0,1,0.0
269,201599,"Jordan, DeAndre",Denver Nuggets,1610612743,DEN,made,2,"Tyson, Hunter",1641816,0.091,1,0,0,0,0.0,0,0,0.0,0,0,0.0
